Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
Female,Loyal Customer,49,Business travel,Business,1781,5,5,5,5,3,4,4,4,4,4,4,3,4,4,96,113.0
Female,disloyal Customer,38,Business travel,Business,187,3,3,3,3,5,3,5,5,4,4,4,4,5,5,0,0.0
Male,Loyal Customer,49,Business travel,Eco,680,5,5,5,5,5,5,5,5,2,4,1,2,3,5,0,0.0
Female,disloyal Customer,22,Business travel,Eco,295,2,1,2,2,4,2,4,4,4,3,3,3,2,4,0,0.0
Female,disloyal Customer,22,Business travel,Business,545,0,0,0,3,4,0,4,4,2,1,4,1,5,4,1,4.0
Male,Loyal Customer,35,Business travel,Eco,156,3,4,4,4,3,3,3,3,4,1,3,2,2,3,0,0.0
Male,Loyal Customer,34,Personal Travel,Eco,558,4,4,4,3,5,4,5,5,2,1,3,1,4,5,0,0.0
Female,Loyal Customer,50,Business travel,Business,1670,2,2,2,2,3,5,5,5,5,5,5,4,5,4,0,0.0
Male,Loyal Customer,56,Business travel,Business,1670,5,5,5,5,3,4,4,2,2,2,2,4,2,3,0,0.0
Female,Loyal Customer,51,Business travel,Business,414,1,1,1,1,5,5,5,2,2,2,2,3,2,4,127,124.0
Male,Loyal Customer,57,Business travel,Business,2718,2,2,2,2,3,5,5,5,5,5,5,4,5,4,2,0.0
Male,disloyal Customer,29,Business travel,Eco,722,4,4,4,3,5,4,5,5,3,3,3,1,2,5,19,24.0
Male,Loyal Customer,38,Personal Travel,Eco,2329,2,4,2,1,5,2,4,5,5,5,3,4,5,5,12,18.0
Female,Loyal Customer,28,Personal Travel,Eco,2442,2,5,2,1,2,3,3,5,4,3,4,3,4,3,116,127.0
Male,Loyal Customer,54,Business travel,Business,1056,4,4,4,4,5,4,2,5,5,5,5,3,5,1,0,39.0
Male,Loyal Customer,41,Business travel,Business,1379,1,1,1,1,4,4,4,4,4,4,4,3,4,5,68,51.0
Male,Loyal Customer,59,Business travel,Business,852,4,4,4,4,3,4,4,5,5,5,5,5,5,5,0,14.0
Male,Loyal Customer,62,Business travel,Business,1449,3,5,5,5,1,4,4,3,3,2,3,2,3,2,0,0.0
Female,Loyal Customer,44,Business travel,Business,1014,2,2,2,2,2,4,5,5,5,5,5,5,5,4,0,0.0
Male,Loyal Customer,16,Personal Travel,Eco Plus,580,3,4,3,4,4,3,4,4,3,5,4,4,4,4,25,20.0
Female,Loyal Customer,66,Personal Travel,Eco,383,2,5,2,3,4,5,5,3,3,2,1,4,3,4,0,0.0
Male,Loyal Customer,38,Business travel,Eco,399,3,5,5,5,3,5,3,3,5,2,1,2,4,3,0,0.0
Female,disloyal Customer,23,Business travel,Business,265,1,4,0,3,3,0,3,3,1,1,4,4,4,3,0,6.0
Female,disloyal Customer,37,Business travel,Business,312,4,4,4,1,2,4,2,2,5,2,5,5,4,2,0,0.0
Male,Loyal Customer,43,Business travel,Business,2607,3,3,4,3,4,5,5,4,4,4,4,5,4,3,83,100.0
Female,Loyal Customer,21,Personal Travel,Eco,596,3,2,2,3,2,3,3,2,2,4,4,3,1,3,136,117.0
Male,Loyal Customer,40,Business travel,Business,450,3,5,4,4,4,4,3,3,3,4,3,3,3,1,38,29.0
Male,Loyal Customer,39,Business travel,Business,1089,2,2,5,2,4,5,5,4,4,4,4,4,4,5,0,0.0
Male,Loyal Customer,7,Personal Travel,Eco,201,2,4,2,2,2,2,2,2,1,1,2,5,2,2,0,0.0
Male,Loyal Customer,42,Business travel,Eco Plus,125,4,5,5,5,5,4,5,5,5,1,3,3,4,5,16,22.0
Female,Loyal Customer,54,Business travel,Business,1617,1,1,1,1,5,5,5,4,4,4,4,4,4,3,0,0.0
Male,Loyal Customer,54,Business travel,Business,3727,4,4,4,4,3,5,4,5,5,5,5,3,5,4,0,0.0
Male,Loyal Customer,63,Business travel,Eco,241,1,5,5,5,1,1,1,1,1,2,4,3,3,1,0,0.0
Female,Loyal Customer,54,Personal Travel,Eco,301,1,3,1,1,1,2,5,4,4,1,4,2,4,5,0,11.0
Female,Loyal Customer,26,Business travel,Eco,912,3,4,3,4,3,3,2,3,1,4,3,3,4,3,0,0.0
Male,disloyal Customer,23,Business travel,Eco,1047,3,3,3,5,4,3,4,4,3,4,5,3,4,4,0,0.0
Female,Loyal Customer,53,Business travel,Business,731,2,2,2,2,5,4,4,4,4,4,4,3,4,4,0,0.0
Female,Loyal Customer,50,Business travel,Business,253,0,0,0,4,4,4,4,4,4,4,4,5,4,2,0,0.0
Male,disloyal Customer,26,Business travel,Eco,950,3,3,3,3,2,3,2,2,3,2,4,4,4,2,0,0.0
Male,Loyal Customer,36,Business travel,Business,2658,1,1,1,1,2,3,4,4,4,4,4,3,4,4,7,23.0
Male,Loyal Customer,68,Personal Travel,Eco Plus,919,4,4,4,5,2,4,2,2,5,4,3,3,2,2,26,18.0
Male,Loyal Customer,43,Business travel,Business,2987,2,2,3,2,5,4,4,4,4,4,4,3,4,3,0,0.0
Female,Loyal Customer,44,Business travel,Business,1024,2,2,2,2,1,2,1,2,2,2,2,1,2,4,0,0.0
Female,Loyal Customer,34,Business travel,Eco Plus,370,1,1,1,1,1,1,1,1,3,2,4,1,4,1,0,0.0
Male,Loyal Customer,38,Business travel,Eco,201,2,2,2,2,2,2,2,2,4,3,3,3,3,2,0,0.0
Male,Loyal Customer,34,Personal Travel,Eco,1167,4,4,4,3,4,2,5,3,5,3,4,5,4,5,124,141.0
Male,Loyal Customer,61,Personal Travel,Eco,329,2,4,2,3,2,2,3,2,2,4,3,5,3,2,0,0.0
Female,disloyal Customer,22,Business travel,Business,432,5,4,5,3,2,5,2,2,3,2,5,4,4,2,19,8.0
Female,disloyal Customer,25,Business travel,Eco Plus,728,2,2,2,3,1,2,1,1,3,4,4,2,4,1,0,0.0
Female,disloyal Customer,29,Business travel,Business,1282,5,5,5,3,2,5,2,2,4,2,4,4,5,2,0,0.0
Male,disloyal Customer,59,Business travel,Business,308,2,3,3,3,1,2,1,1,5,4,5,4,4,1,9,12.0
Female,Loyal Customer,70,Personal Travel,Eco,1009,0,5,0,1,4,4,4,2,2,0,3,5,2,4,0,0.0
Male,Loyal Customer,7,Personal Travel,Business,1438,1,3,1,3,3,1,3,3,3,1,2,3,3,3,0,0.0
Female,Loyal Customer,24,Personal Travel,Eco,1660,2,1,2,3,3,2,5,3,1,4,2,2,2,3,0,2.0
Female,Loyal Customer,27,Business travel,Business,2075,2,2,2,2,2,2,2,2,3,4,2,1,4,2,0,0.0
Female,Loyal Customer,49,Business travel,Eco,562,2,4,2,4,2,4,4,2,2,2,2,3,2,2,39,30.0
Male,Loyal Customer,40,Business travel,Business,175,0,4,0,2,3,4,5,1,1,1,1,3,1,5,9,23.0
Male,Loyal Customer,55,Personal Travel,Eco Plus,1024,1,4,1,3,5,1,5,5,5,3,4,3,4,5,0,1.0
Female,disloyal Customer,49,Business travel,Business,187,3,3,3,3,2,3,2,2,4,4,4,3,4,2,4,5.0
Female,Loyal Customer,54,Business travel,Business,2301,2,3,3,3,5,4,4,3,3,3,2,2,3,4,0,0.0
Female,Loyal Customer,27,Personal Travel,Eco,599,3,3,3,3,5,3,5,5,2,5,3,2,3,5,0,1.0
Female,Loyal Customer,62,Personal Travel,Eco,1514,2,4,2,4,2,3,3,3,3,2,2,3,3,4,0,0.0
Female,Loyal Customer,63,Personal Travel,Eco,719,1,4,1,2,4,4,5,5,5,1,4,4,5,5,0,0.0
Female,Loyal Customer,68,Personal Travel,Eco,989,1,4,1,1,5,4,4,5,5,1,5,5,5,4,0,0.0
Female,Loyal Customer,18,Personal Travel,Eco,125,1,3,1,3,5,1,5,5,5,3,1,5,3,5,85,82.0
Male,Loyal Customer,64,Personal Travel,Eco,280,3,5,3,2,1,3,1,1,4,3,2,3,3,1,0,0.0
Female,Loyal Customer,34,Business travel,Eco Plus,170,5,5,5,5,5,5,5,5,3,2,2,2,4,5,0,0.0
Female,disloyal Customer,23,Business travel,Eco,539,5,0,4,1,3,4,3,3,3,2,5,3,5,3,55,51.0
Male,disloyal Customer,28,Business travel,Business,306,4,5,5,4,4,5,4,4,5,2,5,3,5,4,1,1.0
Male,Loyal Customer,42,Personal Travel,Eco,1010,2,3,2,2,5,2,5,5,4,2,4,3,5,5,0,0.0
Female,Loyal Customer,17,Personal Travel,Eco,368,3,4,3,4,2,3,4,2,3,4,4,3,3,2,0,0.0
Male,Loyal Customer,47,Business travel,Business,2767,4,4,4,4,2,5,4,5,5,5,5,5,5,4,0,0.0
Male,disloyal Customer,17,Business travel,Business,808,4,4,3,2,3,3,3,3,3,2,4,4,4,3,0,0.0
Male,Loyal Customer,54,Business travel,Business,3304,4,4,4,4,3,5,5,4,4,4,4,5,4,4,0,0.0
Male,Loyal Customer,57,Business travel,Business,3007,1,3,3,3,4,3,2,1,1,2,1,2,1,3,0,0.0
Female,Loyal Customer,42,Personal Travel,Eco,213,3,0,3,2,5,4,4,5,5,3,5,4,5,4,0,0.0
Female,Loyal Customer,54,Business travel,Eco,562,3,1,5,5,5,3,3,3,3,3,3,3,3,4,17,17.0
Male,Loyal Customer,26,Personal Travel,Eco,587,2,5,2,2,2,2,2,2,5,3,5,4,4,2,0,5.0
Male,disloyal Customer,26,Business travel,Eco,899,2,2,2,3,2,2,2,2,1,2,5,2,4,2,0,4.0
Male,disloyal Customer,22,Business travel,Eco,288,2,1,2,3,2,3,3,3,5,3,3,3,4,3,503,484.0
Female,Loyal Customer,31,Business travel,Business,3616,1,1,1,1,5,5,5,5,2,2,3,4,5,5,13,13.0
Female,Loyal Customer,17,Personal Travel,Eco Plus,205,1,4,1,3,2,1,4,2,4,3,3,2,4,2,0,1.0
Female,Loyal Customer,41,Business travel,Business,1091,3,3,1,3,3,4,4,3,3,4,3,3,3,4,0,0.0
Male,disloyal Customer,38,Business travel,Eco,331,4,4,4,4,3,4,1,3,4,4,4,2,2,3,0,0.0
Female,Loyal Customer,30,Business travel,Business,2199,1,1,4,1,5,5,5,5,2,3,3,3,3,5,0,0.0
Female,Loyal Customer,59,Personal Travel,Eco,280,2,1,2,3,3,3,3,5,5,2,5,1,5,3,0,0.0
Female,Loyal Customer,45,Business travel,Eco,391,3,3,3,3,1,3,3,3,3,3,3,2,3,1,15,37.0
Male,Loyal Customer,51,Personal Travel,Business,1814,2,3,2,4,2,3,4,3,3,2,3,2,3,4,0,0.0
Female,Loyal Customer,38,Personal Travel,Eco,89,3,5,3,5,3,3,3,3,4,4,5,5,4,3,0,0.0
Male,Loyal Customer,44,Business travel,Business,3357,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0,0.0
Male,disloyal Customer,33,Business travel,Business,335,4,4,4,3,4,4,4,4,5,5,5,5,4,4,0,0.0
Male,Loyal Customer,39,Business travel,Business,992,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0.0
Male,Loyal Customer,35,Business travel,Business,2153,1,1,1,1,2,3,5,3,3,4,3,5,3,5,0,27.0
Male,Loyal Customer,49,Personal Travel,Eco,184,2,5,2,3,2,2,2,2,4,3,5,4,5,2,0,0.0
Female,Loyal Customer,47,Business travel,Business,680,2,2,2,2,3,4,4,4,4,4,4,4,4,4,0,0.0
Female,disloyal Customer,25,Business travel,Eco,1014,1,1,1,2,3,1,3,3,5,3,5,4,5,3,0,2.0
Male,Loyal Customer,58,Personal Travel,Eco,239,4,5,4,3,5,4,5,5,4,2,4,4,5,5,2,0.0
Female,Loyal Customer,41,Business travel,Business,2539,1,1,1,1,5,4,4,4,4,4,4,4,4,5,0,0.0
Male,disloyal Customer,35,Business travel,Eco,1477,1,1,1,5,1,2,2,3,1,3,2,2,4,2,0,0.0
Female,disloyal Customer,40,Business travel,Business,622,1,2,2,4,3,2,3,3,5,3,4,4,5,3,1,7.0
Female,Loyal Customer,44,Personal Travel,Business,1728,3,4,3,3,2,4,4,1,1,3,1,3,1,4,15,16.0
Female,Loyal Customer,16,Personal Travel,Eco,913,2,2,1,4,1,1,1,1,1,1,3,4,4,1,0,0.0
Male,Loyal Customer,25,Personal Travel,Eco,1062,2,4,2,2,5,2,1,5,4,4,5,5,5,5,58,34.0
Female,disloyal Customer,22,Business travel,Business,237,5,4,4,5,5,4,5,5,4,2,5,3,4,5,0,0.0
Female,Loyal Customer,30,Business travel,Business,1372,3,2,2,2,3,3,3,3,3,4,3,3,3,3,26,28.0
Female,Loyal Customer,63,Personal Travel,Eco,236,1,5,1,3,4,5,4,3,3,1,5,3,3,4,0,11.0
Female,Loyal Customer,69,Personal Travel,Eco,1012,4,4,4,3,5,1,4,2,2,4,2,1,2,2,0,0.0
Male,disloyal Customer,21,Business travel,Eco,187,3,4,3,4,4,3,4,4,3,4,5,5,4,4,71,66.0
Male,Loyal Customer,49,Personal Travel,Eco,1723,2,5,2,4,3,2,3,3,3,5,3,4,4,3,0,0.0
Female,Loyal Customer,46,Personal Travel,Eco,1117,4,4,4,2,5,5,5,4,4,4,4,5,4,5,39,27.0
Male,Loyal Customer,46,Business travel,Eco,139,3,5,5,5,4,3,4,4,1,5,4,2,3,4,41,44.0
Male,disloyal Customer,39,Business travel,Business,220,3,3,3,5,1,3,1,1,4,3,4,5,5,1,11,9.0
Female,Loyal Customer,21,Personal Travel,Eco Plus,425,2,4,2,3,3,2,5,3,3,4,4,1,4,3,0,0.0
Male,Loyal Customer,7,Personal Travel,Eco,1190,4,4,4,1,1,4,1,1,3,5,3,3,4,1,0,0.0
Male,Loyal Customer,40,Business travel,Business,409,1,1,1,1,2,2,3,1,1,1,1,2,1,4,0,2.0
Female,Loyal Customer,38,Personal Travel,Eco,541,2,5,3,4,2,3,2,2,3,2,5,3,5,2,1,0.0
Male,Loyal Customer,43,Personal Travel,Eco,287,2,1,3,2,4,3,5,4,3,5,2,3,2,4,9,8.0
Female,Loyal Customer,47,Personal Travel,Eco,594,2,5,2,4,1,1,4,2,2,2,2,3,2,4,0,0.0
Female,disloyal Customer,36,Business travel,Eco,1038,2,2,2,3,5,2,2,5,1,2,4,3,4,5,3,12.0
Female,Loyal Customer,50,Business travel,Business,3511,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,0.0
Male,Loyal Customer,42,Business travel,Business,337,2,4,2,2,5,4,5,5,5,5,5,3,5,4,47,18.0
Male,Loyal Customer,33,Business travel,Business,794,3,3,3,3,3,3,3,3,5,2,5,5,5,3,0,0.0
Male,Loyal Customer,49,Business travel,Business,2586,4,3,4,4,4,5,5,5,5,5,5,4,5,3,0,0.0
Male,Loyal Customer,42,Business travel,Eco,529,4,1,1,1,4,4,4,4,3,3,2,2,2,4,0,4.0
Female,Loyal Customer,54,Business travel,Eco,760,4,4,4,4,1,4,2,4,4,4,4,4,4,4,29,38.0
Female,Loyal Customer,57,Business travel,Eco,212,5,2,2,2,5,1,2,5,5,5,5,1,5,4,1,0.0
Female,disloyal Customer,23,Business travel,Eco,515,1,4,1,4,5,1,5,5,4,4,5,4,4,5,3,0.0
Female,Loyal Customer,37,Personal Travel,Eco,1814,3,5,3,1,3,3,3,3,4,4,3,4,5,3,0,0.0
Female,disloyal Customer,57,Business travel,Business,1144,5,5,5,1,3,5,3,3,4,2,5,4,5,3,0,0.0
Female,Loyal Customer,31,Personal Travel,Business,2422,2,5,2,3,2,5,5,3,2,5,4,5,4,5,3,0.0
Male,disloyal Customer,27,Business travel,Business,227,1,0,0,3,1,0,1,1,5,2,5,5,5,1,3,2.0
Male,Loyal Customer,51,Business travel,Business,3731,2,2,2,2,3,5,4,4,4,4,4,4,4,5,21,18.0
Female,Loyal Customer,85,Business travel,Business,325,1,1,1,1,4,4,4,5,5,4,5,4,5,4,0,0.0
Female,Loyal Customer,27,Personal Travel,Eco,179,1,4,1,3,4,1,4,4,2,5,4,2,3,4,0,0.0
Male,Loyal Customer,49,Business travel,Business,89,5,5,5,5,3,4,5,5,5,5,5,3,5,5,0,0.0
Female,disloyal Customer,28,Business travel,Eco,2704,2,2,2,4,2,4,4,2,4,4,3,4,1,4,1,5.0
Male,Loyal Customer,41,Business travel,Business,250,3,4,4,4,3,3,3,3,3,3,3,2,3,3,29,4.0
Male,Loyal Customer,56,Business travel,Business,1530,5,5,5,5,5,4,4,4,4,4,5,4,4,5,0,
Female,Loyal Customer,72,Business travel,Business,920,4,1,1,1,1,2,2,4,4,4,4,2,4,4,0,53.0
Male,Loyal Customer,24,Business travel,Business,576,2,2,2,2,2,2,2,2,2,2,2,4,2,2,81,83.0
Male,Loyal Customer,21,Personal Travel,Eco,1947,2,4,2,3,1,2,1,1,4,2,3,5,4,1,0,0.0
Female,Loyal Customer,49,Business travel,Business,1747,1,1,1,1,5,4,4,4,4,5,4,4,4,3,0,11.0
Male,disloyal Customer,35,Business travel,Eco,304,1,2,1,4,3,1,3,3,3,3,4,4,4,3,8,14.0
Male,Loyal Customer,29,Business travel,Business,1723,2,2,2,2,4,4,4,4,5,4,4,4,5,4,2,17.0
Female,Loyal Customer,50,Business travel,Eco Plus,489,4,4,4,4,5,2,4,4,4,4,4,4,4,4,0,0.0
Female,Loyal Customer,46,Business travel,Business,255,0,0,0,3,4,4,5,3,3,2,2,5,3,4,0,0.0
Male,Loyal Customer,44,Business travel,Eco Plus,1855,3,2,2,2,3,3,3,3,3,2,3,1,2,3,12,18.0
Male,Loyal Customer,51,Business travel,Business,2370,5,5,2,5,2,4,5,5,5,5,5,3,5,5,16,17.0
Male,Loyal Customer,69,Personal Travel,Eco,414,3,5,3,1,3,3,3,3,2,4,5,2,2,3,0,0.0
Female,Loyal Customer,23,Personal Travel,Eco,1053,3,1,3,4,2,3,2,2,3,5,4,3,4,2,1,0.0
Female,Loyal Customer,19,Personal Travel,Eco,925,3,5,2,3,4,2,2,4,3,3,4,4,4,4,0,0.0
Male,disloyal Customer,40,Business travel,Business,802,4,4,4,1,2,4,2,2,3,2,4,4,5,2,11,4.0
Male,Loyal Customer,48,Business travel,Business,3932,5,5,5,5,2,4,5,4,4,4,4,5,4,4,5,3.0
Male,Loyal Customer,56,Personal Travel,Business,200,3,4,3,4,3,1,1,1,5,4,1,1,4,1,328,337.0
Male,Loyal Customer,14,Business travel,Eco,1124,3,1,1,1,3,3,4,3,2,1,3,1,3,3,0,0.0
Female,Loyal Customer,42,Personal Travel,Eco,164,3,1,3,2,4,3,3,1,1,3,1,1,1,1,2,1.0
Female,Loyal Customer,22,Business travel,Business,270,2,2,4,2,4,4,4,4,5,2,5,3,4,4,44,37.0
Male,Loyal Customer,41,Business travel,Business,2537,2,4,4,4,3,2,2,2,2,2,2,3,2,4,66,46.0
Male,Loyal Customer,9,Personal Travel,Eco,354,4,5,4,3,1,4,1,1,4,5,5,3,5,1,0,0.0
Female,Loyal Customer,51,Business travel,Business,449,1,4,2,2,3,3,4,1,1,1,1,4,1,4,18,61.0
Male,Loyal Customer,40,Business travel,Business,3695,1,1,1,1,4,3,1,5,5,5,5,2,5,5,0,0.0
Female,Loyal Customer,44,Business travel,Business,1664,3,3,3,3,5,4,5,4,4,4,4,5,4,3,0,0.0
Male,Loyal Customer,52,Business travel,Business,813,4,1,1,1,4,4,4,4,4,4,4,1,4,4,0,0.0
Female,Loyal Customer,44,Business travel,Business,1735,1,1,3,1,4,5,4,5,5,5,5,4,5,5,0,0.0
Female,Loyal Customer,54,Business travel,Business,345,3,1,1,1,4,3,3,3,3,2,3,3,3,1,0,0.0
Male,Loyal Customer,35,Business travel,Eco,2475,5,3,3,3,5,5,5,5,2,1,4,4,1,5,0,0.0
Female,Loyal Customer,54,Personal Travel,Eco,447,4,4,3,1,4,5,4,5,5,3,5,5,5,3,10,0.0
Female,Loyal Customer,23,Business travel,Business,3917,3,3,3,3,5,5,5,5,5,1,4,2,1,5,0,0.0
Female,disloyal Customer,8,Business travel,Eco,1635,2,2,2,3,4,2,4,4,3,5,5,5,4,4,6,0.0
Female,Loyal Customer,63,Personal Travel,Eco,1042,1,4,1,3,3,5,5,1,1,1,1,3,1,5,6,0.0
Male,Loyal Customer,13,Personal Travel,Eco Plus,651,3,1,3,2,5,3,5,5,3,1,1,4,2,5,14,10.0
Male,disloyal Customer,22,Business travel,Eco,181,4,3,4,4,3,4,3,3,2,5,3,2,3,3,0,0.0
Male,Loyal Customer,48,Business travel,Business,2389,3,3,3,3,5,4,5,4,4,4,4,4,4,3,6,1.0
Female,Loyal Customer,47,Business travel,Business,2233,5,5,5,5,1,1,2,4,4,4,4,1,4,1,20,40.0
Female,Loyal Customer,42,Business travel,Business,1571,1,1,1,1,5,4,5,4,4,4,4,4,4,5,0,0.0
Female,Loyal Customer,44,Business travel,Business,532,1,1,1,1,5,4,4,5,5,5,5,4,5,4,0,0.0
Female,Loyal Customer,43,Business travel,Business,919,4,4,4,4,5,4,5,5,5,5,5,3,5,5,22,17.0
Male,Loyal Customer,59,Business travel,Business,2565,2,2,2,2,4,4,4,3,4,4,5,4,4,4,9,0.0
Female,Loyal Customer,45,Personal Travel,Eco,954,1,5,1,2,5,5,5,4,4,1,3,3,4,4,88,68.0
Female,Loyal Customer,61,Personal Travel,Eco,177,4,3,4,4,5,4,3,2,2,4,2,3,2,2,3,24.0
Female,Loyal Customer,27,Business travel,Business,651,1,1,1,1,4,4,4,4,5,2,5,5,5,4,7,1.0
Male,disloyal Customer,41,Business travel,Eco,577,5,3,5,3,3,5,5,3,2,5,4,3,5,3,9,21.0
Male,Loyal Customer,30,Business travel,Business,1379,4,2,2,2,4,4,4,4,1,2,3,4,4,4,0,0.0
Male,disloyal Customer,24,Business travel,Eco,453,3,0,3,2,3,3,3,3,3,2,5,5,4,3,0,0.0
Male,Loyal Customer,19,Personal Travel,Eco,550,2,4,2,3,3,2,3,3,3,3,4,5,5,3,14,9.0
Male,Loyal Customer,30,Business travel,Eco,101,4,3,3,3,4,4,4,4,4,1,1,5,4,4,0,0.0
Male,Loyal Customer,8,Personal Travel,Eco,1188,1,4,1,4,4,1,4,4,5,5,4,5,4,4,7,0.0
Female,Loyal Customer,21,Personal Travel,Eco,853,2,3,2,5,2,2,2,2,2,2,1,3,2,2,16,15.0
Male,Loyal Customer,24,Business travel,Business,2092,2,5,5,5,2,2,2,2,2,2,4,4,4,2,129,107.0
Female,Loyal Customer,35,Personal Travel,Eco,305,1,3,1,3,1,1,1,1,5,1,5,4,4,1,5,0.0
Female,Loyal Customer,51,Business travel,Business,2397,0,0,0,5,5,5,4,3,3,3,3,3,3,3,3,4.0
Male,disloyal Customer,22,Business travel,Eco,238,1,4,1,2,2,1,2,2,4,3,1,1,5,2,0,0.0
Female,Loyal Customer,39,Business travel,Business,2117,2,2,2,2,5,4,4,3,3,3,3,5,3,3,0,15.0
Male,Loyal Customer,52,Business travel,Business,419,3,3,3,3,3,5,2,5,5,5,5,3,5,4,0,0.0
Male,Loyal Customer,31,Business travel,Eco,515,3,4,4,4,3,4,3,3,5,3,2,5,1,3,1,0.0
Male,disloyal Customer,29,Business travel,Eco Plus,853,2,2,2,3,5,2,5,5,4,4,3,2,3,5,36,40.0
Female,Loyal Customer,45,Business travel,Business,646,4,4,4,4,2,4,4,5,5,5,5,5,5,5,0,0.0
Male,disloyal Customer,27,Business travel,Eco,250,3,5,3,5,5,3,3,5,5,4,3,1,5,5,89,101.0
Female,Loyal Customer,62,Personal Travel,Eco,365,2,4,2,3,2,4,4,3,3,2,4,3,3,3,12,10.0
Male,Loyal Customer,38,Business travel,Business,328,3,3,3,3,3,4,5,5,5,5,5,4,5,3,10,5.0
Male,Loyal Customer,45,Business travel,Business,1916,2,2,2,2,2,3,5,5,5,5,5,4,5,3,0,0.0
Male,Loyal Customer,39,Personal Travel,Business,650,2,3,2,3,1,1,1,5,5,2,5,1,5,4,0,1.0
Male,Loyal Customer,31,Personal Travel,Eco,1124,4,5,5,2,1,5,1,1,3,3,4,5,5,1,0,0.0
Female,Loyal Customer,40,Personal Travel,Eco Plus,1129,3,5,3,4,2,3,2,2,3,2,3,3,4,2,0,1.0
Female,disloyal Customer,41,Business travel,Business,1014,5,5,5,3,2,5,2,2,3,5,3,4,4,2,0,0.0
Female,Loyal Customer,57,Personal Travel,Business,575,4,4,4,2,5,5,5,2,2,4,2,4,2,3,0,0.0
Male,Loyal Customer,54,Business travel,Business,666,5,5,5,5,5,4,5,4,4,4,4,4,4,3,0,0.0
Female,Loyal Customer,30,Business travel,Business,3871,3,3,3,3,4,4,4,4,3,4,5,3,4,4,0,0.0
Female,Loyal Customer,31,Business travel,Business,749,1,1,5,1,5,5,5,5,4,5,4,5,4,5,11,11.0
Female,Loyal Customer,21,Personal Travel,Eco,201,3,1,3,4,1,3,1,1,4,2,4,3,3,1,0,0.0
Male,Loyal Customer,34,Business travel,Eco Plus,584,5,1,1,1,5,5,5,5,1,2,1,1,4,5,0,24.0
Male,Loyal Customer,44,Business travel,Business,3031,3,3,3,3,4,3,3,5,5,5,5,3,5,4,0,2.0
Female,Loyal Customer,67,Business travel,Eco,425,3,5,1,5,1,3,4,3,3,3,3,3,3,3,5,1.0
Male,disloyal Customer,27,Business travel,Business,1199,1,1,1,3,3,1,3,3,4,5,5,3,4,3,0,2.0
Female,Loyal Customer,29,Business travel,Business,163,0,4,0,2,5,4,4,5,3,4,4,3,5,5,0,0.0
Female,Loyal Customer,54,Business travel,Eco,125,5,2,2,2,3,5,5,5,5,5,5,4,5,1,1,0.0
Male,disloyal Customer,33,Business travel,Eco,372,4,0,4,2,1,4,1,1,2,1,5,4,5,1,8,0.0
Male,Loyal Customer,49,Business travel,Eco,1208,3,5,5,5,3,3,3,3,4,1,5,3,3,3,0,2.0
Male,Loyal Customer,13,Personal Travel,Eco,431,2,5,2,5,1,2,1,1,5,2,5,4,4,1,2,1.0
Male,Loyal Customer,71,Business travel,Business,1816,4,4,4,4,2,4,4,4,4,3,4,1,4,2,0,0.0
Male,Loyal Customer,59,Personal Travel,Eco Plus,1183,2,4,2,3,4,2,4,4,5,2,3,4,4,4,19,26.0
Male,Loyal Customer,24,Personal Travel,Eco,629,1,4,1,3,3,1,3,3,3,5,5,4,5,3,0,1.0
Male,Loyal Customer,53,Personal Travel,Eco Plus,862,2,3,2,3,4,2,1,4,4,1,2,3,2,4,0,0.0
Male,Loyal Customer,64,Personal Travel,Eco,950,1,4,1,2,3,1,3,3,5,1,5,4,5,3,2,0.0
Female,Loyal Customer,38,Business travel,Business,645,1,1,1,1,5,5,5,4,3,2,4,5,5,5,147,183.0
Female,Loyal Customer,46,Business travel,Business,2389,4,4,2,4,5,5,4,3,3,3,3,4,3,5,93,94.0
Female,Loyal Customer,46,Business travel,Business,3455,3,3,3,3,5,4,4,4,4,4,4,4,4,3,17,0.0
Female,Loyal Customer,59,Personal Travel,Eco,447,3,5,3,4,2,5,5,1,1,3,1,4,1,3,8,9.0
Male,disloyal Customer,26,Business travel,Business,700,3,3,3,2,5,3,5,5,4,4,5,4,4,5,0,0.0
Male,Loyal Customer,47,Personal Travel,Eco,813,2,1,1,3,4,1,1,4,2,1,3,4,3,4,44,51.0
Male,disloyal Customer,59,Business travel,Business,2743,3,2,2,4,3,2,2,2,3,5,4,2,2,2,0,4.0
Female,Loyal Customer,22,Personal Travel,Business,349,2,4,2,1,4,2,4,4,4,5,4,4,5,4,0,0.0
Male,Loyal Customer,50,Business travel,Eco,2288,3,1,1,1,3,3,3,3,2,2,3,1,2,3,0,0.0
Male,Loyal Customer,41,Business travel,Business,780,1,1,1,1,1,4,3,5,5,5,5,1,5,4,0,0.0
Male,Loyal Customer,28,Business travel,Business,1609,2,2,2,2,2,2,2,2,5,5,5,5,4,2,11,0.0
